64;139;226;148;land;false;plains;1
65;121;211;169;land;false;plains;1
66;201;194;150;land;false;plains;1
67;202;126;185;land;false;plains;1
68;161;163;240;land;true;plains;1
69;189;145;211;land;false;plains;1
70;185;208;175;land;false;plains;1
71;148;219;229;land;false;plains;1
72;151;218;166;land;false;plains;1
73;210;243;66;land;false;plains;1
74;216;225;97;land;false;plains;1
75;116;214;247;land;false;plains;1
76;229;139;180;land;false;plains;1
77;220;239;64;land;false;plains;1
78;154;138;228;land;false;plains;1
79;249;204;117;land;false;plains;1
80;52;248;228;land;false;plains;1
81;239;230;89;land;true;plains;1
82;90;175;248;land;false;plains;1
83;203;183;203;land;false;plains;1
84;214;149;254;land;false;plains;1
85;208;138;174;land;false;plains;1
86;219;231;252;land;true;plains;1
87;185;103;253;land;false;plains;1
88;248;154;123;land;false;plains;1
89;196;198;170;land;false;plains;1
90;233;207;228;land;true;plains;1
91;166;183;213;land;false;plains;1
92;238;44;249;land;false;plains;1
93;253;181;194;land;false;plains;1
94;169;202;160;land;false;plains;1
95;168;171;165;land;false;plains;1
96;176;254;93;land;false;plains;1
97;215;107;190;land;false;plains;1
98;214;109;227;land;false;plains;1
99;230;171;197;land;true;plains;1
100;245;224;201;land;false;plains;1
101;107;235;237;land;false;plains;1
102;190;164;149;land;false;plains;1
103;248;103;186;land;false;plains;1
104;210;212;145;land;true;plains;1
105;173;228;128;land;false;plains;1
106;125;202;227;land;true;plains;1
107;211;74;249;land;false;plains;1
108;198;150;194;land;false;plains;1
109;113;242;203;land;false;plains;1
110;197;254;126;land;false;plains;1
111;212;246;51;land;false;plains;1
112;187;178;166;land;false;plains;1
113;194;155;239;land;false;plains;1
114;225;71;210;land;true;plains;1
115;247;185;194;land;false;plains;1
116;102;228;181;land;false;plains;1
117;203;189;119;land;false;plains;1
118;254;218;180;land;false;plains;1
119;242;239;100;land;false;plains;1
120;124;205;176;land;false;plains;1
121;152;176;184;land;false;plains;1
122;176;83;243;land;false;plains;1
123;51;229;239;land;true;plains;1
124;237;250;174;land;true;plains;1
125;205;159;153;land;false;plains;1
126;229;52;235;land;false;plains;1
127;238;192;202;land;false;plains;1
128;244;192;76;land;false;plains;1
129;218;182;195;land;false;plains;1
130;250;129;189;land;false;plains;1
131;242;104;232;land;false;plains;1
132;214;183;181;land;false;plains;1
133;197;157;233;land;true;plains;1
134;236;165;235;land;false;plains;1
135;225;178;224;land;false;plains;1
136;194;221;225;land;false;plains;1
137;149;254;197;land;false;plains;1
138;227;236;251;land;false;plains;1
139;237;57;241;land;false;plains;1
140;184;122;252;land;false;plains;1
141;250;54;247;land;false;plains;1
142;179;199;232;land;false;plains;1
143;249;153;120;land;false;plains;1
144;214;130;169;land;false;plains;1
145;232;54;237;land;false;plains;1
146;195;112;229;land;false;plains;1
147;250;210;146;land;false;plains;1
148;174;235;251;land;false;plains;1
149;78;238;209;land;false;plains;1
150;230;215;94;land;true;plains;1
151;193;106;216;land;false;plains;1
152;76;243;207;land;false;plains;1
153;242;202;104;land;true;plains;1
154;137;236;193;land;false;plains;1
155;145;250;131;land;false;plains;1
156;194;227;106;land;false;plains;1
157;252;249;22;land;false;plains;1
158;246;45;218;land;true;plains;1
159;109;215;210;land;false;plains;1
160;232;245;156;land;true;plains;1
161;180;190;212;land;false;plains;1
162;181;187;133;land;true;plains;1
163;191;228;88;land;false;plains;1
164;215;220;189;land;false;plains;1
165;113;205;196;land;false;plains;1
166;208;175;230;land;false;plains;1
167;222;251;170;land;false;plains;1
168;243;252;191;land;false;plains;1
169;185;225;157;land;false;plains;1
170;58;252;191;land;false;plains;1
171;165;90;254;land;false;plains;1
172;218;182;103;land;false;plains;1
173;242;124;204;land;false;plains;1
174;156;159;204;land;false;plains;1
175;188;162;165;land;true;plains;1
176;244;184;150;land;false;plains;1
177;152;222;170;land;false;plains;1
178;160;171;203;land;false;plains;1
179;153;223;225;land;false;plains;1
180;109;226;173;land;false;plains;1
181;56;236;247;land;false;plains;1
182;187;112;219;land;false;plains;1
183;184;213;136;land;false;plains;1
184;170;247;126;land;false;plains;1
185;251;80;217;land;false;plains;1
186;250;201;151;land;false;plains;1
187;236;241;117;land;false;plains;1
188;62;199;240;land;false;plains;1
189;225;130;168;land;false;plains;1
190;242;184;155;land;false;plains;1
191;240;130;174;land;false;plains;1
192;210;77;251;land;false;plains;1
193;151;198;195;land;false;plains;1
194;166;229;247;land;false;plains;1
195;254;152;154;land;false;plains;1
196;63;232;223;land;false;plains;1
197;163;194;221;land;false;plains;1
198;214;237;233;land;false;plains;1
199;244;192;134;land;false;plains;1
200;254;185;239;land;false;plains;1
201;147;121;243;land;true;plains;1
202;121;227;208;land;false;plains;1
203;245;238;190;land;false;plains;1
204;164;188;181;land;false;plains;1
205;169;229;143;land;false;plains;1
206;215;137;215;land;false;plains;1
207;207;194;230;land;false;plains;1
208;167;178;217;land;false;plains;1
209;117;210;224;land;false;plains;1
210;252;215;159;land;false;plains;1
211;209;141;201;land;false;plains;1
212;248;175;164;land;false;plains;1
213;247;148;162;land;false;plains;1
214;246;200;126;land;false;plains;1
215;169;162;241;land;false;plains;1
216;161;239;175;land;false;plains;1
217;170;240;154;land;false;plains;1
218;134;213;156;land;false;plains;1
219;170;209;220;land;false;plains;1
220;254;109;169;land;false;plains;1
221;135;218;211;land;false;plains;1
222;220;188;187;land;false;plains;1
223;172;224;148;land;false;plains;1
224;164;204;249;land;true;plains;1
225;97;186;238;land;false;plains;1
226;236;251;163;land;false;plains;1
227;247;133;166;land;false;plains;1
228;238;156;148;land;false;plains;1
229;219;105;195;land;false;plains;1
230;150;160;221;land;false;plains;1
231;153;119;252;land;false;plains;1
232;242;250;98;land;false;plains;1
233;124;182;231;land;false;plains;1
234;206;203;204;land;false;plains;1
235;139;210;253;land;false;plains;1
236;240;87;180;land;true;plains;1
237;244;164;213;land;true;plains;1
238;247;243;68;land;false;plains;1
239;220;146;237;land;false;plains;1
240;174;233;110;land;false;plains;1
241;227;230;58;land;false;plains;1
242;114;219;195;land;false;plains;1
243;221;177;231;land;false;plains;1
244;250;250;214;land;true;plains;1
245;249;96;178;land;false;plains;1
246;192;228;104;land;false;plains;1
247;235;207;193;land;false;plains;1
248;144;142;221;land;false;plains;1
249;208;212;163;land;false;plains;1
250;221;238;73;land;false;plains;1
251;195;170;225;land;false;plains;1
252;229;245;220;land;false;plains;1
253;207;61;254;land;false;plains;1
254;188;110;234;land;true;plains;1
255;193;218;229;land;false;plains;1
256;252;215;64;land;true;plains;1
257;204;117;239;land;false;plains;1
258;241;141;239;land;true;plains;1
259;177;197;161;land;false;plains;1
260;180;94;248;land;false;plains;1
261;233;110;201;land;false;plains;1
262;217;100;192;land;true;plains;1
263;236;90;252;land;false;plains;1
264;169;253;162;land;false;plains;1
265;226;252;211;land;false;plains;1
266;234;248;180;land;false;plains;1
267;102;194;217;land;false;plains;1
268;242;184;123;land;false;plains;1
269;242;204;253;land;false;plains;1
270;207;252;253;land;false;plains;1
271;209;123;237;land;false;plains;1
272;206;245;138;land;true;plains;1
273;174;200;141;land;false;plains;1
274;208;160;219;land;true;plains;1
275;229;57;232;land;false;plains;1
276;217;233;107;land;false;plains;1
277;164;153;194;land;false;plains;1
278;135;252;206;land;false;plains;1
279;243;185;111;land;false;plains;1
280;217;186;187;land;false;plains;1
281;249;247;212;land;true;plains;1
282;218;61;233;land;false;plains;1
283;184;188;246;land;false;plains;1
284;254;159;98;land;false;plains;1
285;208;154;200;land;false;plains;1
286;193;83;239;land;false;plains;1
287;184;163;203;land;false;plains;1
288;250;221;252;land;true;plains;1
289;227;200;104;land;false;plains;1
290;254;204;107;land;false;plains;1
291;238;229;68;land;false;plains;1
292;191;244;244;land;false;plains;1
293;221;236;214;land;true;plains;1
294;215;137;171;land;false;plains;1
295;203;135;233;land;false;plains;1
296;196;144;170;land;false;plains;1
297;202;60;251;land;false;plains;1
298;229;167;197;land;false;plains;1
299;180;135;214;land;false;plains;1
300;182;183;235;land;false;plains;1
301;240;103;174;land;false;plains;1
302;203;212;124;land;true;plains;1
303;169;253;245;land;false;plains;1
304;229;144;170;land;false;plains;1
305;153;245;112;land;false;plains;1
306;191;250;98;land;false;plains;1
307;203;174;171;land;false;plains;1
308;206;219;179;land;true;plains;1
309;250;85;180;land;false;plains;1
310;213;70;223;land;false;plains;1
311;204;211;206;land;false;plains;1
312;238;120;166;land;false;plains;1
313;190;202;168;land;false;plains;1
314;35;250;222;land;false;plains;1
315;253;230;42;land;false;plains;1
316;189;249;198;land;false;plains;1
317;214;69;242;land;false;plains;1
318;192;132;185;land;true;plains;1
319;208;156;239;land;false;plains;1
320;74;249;229;land;false;plains;1
321;253;251;196;land;false;plains;1
322;119;254;192;land;false;plains;1
323;192;150;190;land;false;plains;1
324;94;176;251;land;false;plains;1
325;179;112;216;land;true;plains;1
326;238;183;250;land;false;plains;1
327;163;172;217;land;false;plains;1
328;235;120;214;land;false;plains;1
329;95;188;238;land;false;plains;1
330;254;214;109;land;false;plains;1
331;209;97;246;land;false;plains;1
332;252;175;85;land;false;plains;1
333;83;249;248;land;false;plains;1
334;125;252;240;land;false;plains;1
335;129;243;218;land;true;plains;1
336;239;62;246;land;false;plains;1
337;146;198;207;land;false;plains;1
338;189;198;131;land;false;plains;1
339;244;239;220;land;false;plains;1
340;252;48;243;land;false;plains;1
341;222;170;133;land;false;plains;1
342;213;217;218;land;false;plains;1
343;165;170;175;land;false;plains;1
344;151;238;141;land;false;plains;1
345;89;248;229;land;false;plains;1
346;211;177;115;land;false;plains;1
347;246;207;203;land;false;plains;1
348;225;173;153;land;false;plains;1
349;225;227;141;land;false;plains;1
350;36;230;251;land;false;plains;1
351;205;201;125;land;false;plains;1
352;174;212;150;land;true;plains;1
353;119;243;203;land;false;plains;1
354;215;248;122;land;false;plains;1
355;166;198;236;land;false;plains;1
356;160;235;228;land;false;plains;1
357;219;175;208;land;false;plains;1
358;119;233;174;land;false;plains;1
359;240;204;120;land;false;plains;1
360;181;102;234;land;false;plains;1
361;167;92;248;land;true;plains;1
362;248;244;142;land;false;plains;1
363;91;177;243;land;false;plains;1
364;184;142;187;land;false;plains;1
365;222;129;187;land;false;plains;1
366;191;217;196;land;false;plains;1
367;244;194;83;land;false;plains;1
368;192;87;237;land;false;plains;1
369;211;117;202;land;false;plains;1
370;238;138;178;land;false;plains;1
371;250;173;201;land;false;plains;1
372;103;204;208;land;false;plains;1
373;60;233;242;land;false;plains;1
374;204;55;245;land;true;plains;1
375;183;221;221;land;false;plains;1
376;133;200;246;land;false;plains;1
377;237;112;218;land;false;plains;1
378;234;253;196;land;false;plains;1
379;215;177;138;land;false;plains;1
380;224;222;91;land;false;plains;1
381;208;176;118;land;false;plains;1
382;146;214;215;land;false;plains;1
383;115;140;247;land;false;plains;1
384;238;92;196;land;true;plains;1
385;216;245;227;land;false;plains;1
386;205;159;172;land;false;plains;1
387;246;125;249;land;true;plains;1
388;211;191;202;land;false;plains;1
389;235;253;236;land;true;plains;1
390;178;89;249;land;false;plains;1
391;185;247;226;land;false;plains;1
392;251;199;140;land;true;plains;1
393;172;206;126;land;false;plains;1
394;129;168;230;land;false;plains;1
395;229;222;189;land;false;plains;1
396;118;217;195;land;false;plains;1
397;239;53;222;land;false;plains;1
398;204;161;180;land;false;plains;1
399;83;209;210;land;false;plains;1
400;229;209;241;land;false;plains;1
401;211;224;205;land;false;plains;1
402;173;193;185;land;false;plains;1
403;201;121;249;land;false;plains;1
404;223;124;167;land;false;plains;1
405;217;226;232;land;false;plains;1
406;213;109;208;land;false;plains;1
407;227;129;157;land;false;plains;1
408;159;205;233;land;false;plains;1
409;196;215;219;land;false;plains;1
410;137;243;198;land;false;plains;1
411;244;163;187;land;false;plains;1
412;209;221;140;land;false;plains;1
413;190;251;89;land;false;plains;1
414;213;221;157;land;false;plains;1
415;165;236;218;land;false;plains;1
416;207;94;253;land;false;plains;1
417;226;159;209;land;false;plains;1
418;253;239;243;land;false;plains;1
419;231;125;228;land;false;plains;1
420;141;184;214;land;false;plains;1
421;123;238;229;land;false;plains;1
422;129;197;226;land;false;plains;1
423;247;231;97;land;false;plains;1
424;221;161;188;land;true;plains;1
425;213;185;173;land;false;plains;1
426;197;103;228;land;false;plains;1
427;249;199;177;land;false;plains;1
428;67;240;245;land;false;plains;1
429;156;250;206;land;false;plains;1
430;213;173;225;land;false;plains;1
431;36;225;253;land;false;plains;1
432;40;229;251;land;false;plains;1
433;222;139;187;land;true;plains;1
434;147;252;110;land;true;plains;1
435;226;241;75;land;true;plains;1
436;208;100;202;land;false;plains;1
437;240;230;115;land;false;plains;1
438;159;212;136;land;false;plains;1
439;170;198;178;land;false;plains;1
440;217;194;155;land;false;plains;1
441;254;107;230;land;false;plains;1
442;213;119;217;land;false;plains;1
443;231;245;216;land;false;plains;1
444;79;249;195;land;false;plains;1
445;172;219;186;land;false;plains;1
446;240;187;76;land;true;plains;1
447;156;242;211;land;false;plains;1
448;253;176;177;land;false;plains;1
449;201;145;185;land;false;plains;1
450;215;128;236;land;false;plains;1
451;81;225;203;land;false;plains;1
452;90;199;237;land;false;plains;1
453;237;213;75;land;false;plains;1
454;253;243;190;land;false;plains;1
455;202;194;209;land;false;plains;1
456;132;181;239;land;false;plains;1
457;108;237;248;land;true;plains;1
458;231;102;198;land;false;plains;1
459;234;157;250;land;false;plains;1
460;213;170;240;land;false;plains;1
461;211;95;205;land;false;plains;1
462;236;215;112;land;true;plains;1
463;190;249;244;land;true;plains;1
464;86;229;242;land;false;plains;1
465;164;159;196;land;false;plains;1
466;241;159;239;land;false;plains;1
467;250;202;67;land;false;plains;1
468;107;182;237;land;false;plains;1
469;250;233;69;land;true;plains;1
470;229;99;192;land;false;plains;1
471;137;173;248;land;true;plains;1
472;198;216;100;land;true;plains;1
473;161;169;222;land;false;plains;1
474;60;223;243;land;false;plains;1
475;220;191;141;land;false;plains;1
476;243;226;70;land;false;plains;1
477;253;153;230;land;false;plains;1
478;239;210;177;land;true;plains;1
479;193;154;178;land;false;plains;1
480;123;192;209;land;false;plains;1
481;178;212;178;land;false;plains;1
482;248;215;96;land;false;plains;1
483;138;230;139;land;false;plains;1
484;235;234;71;land;false;plains;1
485;209;135;203;land;false;plains;1
486;235;233;63;land;false;plains;1
487;245;183;91;land;false;plains;1
488;131;206;173;land;false;plains;1
489;164;205;204;land;false;plains;1
490;241;252;240;land;false;plains;1
491;198;183;166;land;false;plains;1
492;150;147;215;land;false;plains;1
493;172;187;201;land;true;plains;1
494;229;121;202;land;true;plains;1
495;213;166;160;land;false;plains;1
496;230;86;250;land;false;plains;1
497;158;151;252;land;false;plains;1
498;237;251;229;land;false;plains;1
499;80;202;254;land;false;plains;1
500;180;220;192;land;false;plains;1
501;129;238;170;land;false;plains;1
502;61;228;234;land;false;plains;1
503;156;213;207;land;false;plains;1
504;236;81;200;land;true;plains;1
505;142;151;237;land;false;plains;1
506;250;237;63;land;false;plains;1
507;117;250;214;land;false;plains;1
508;235;122;248;land;false;plains;1
509;225;76;211;land;false;plains;1
510;91;254;221;land;false;plains;1
511;130;244;233;land;false;plains;1
512;198;186;154;land;false;plains;1
513;230;169;172;land;false;plains;1
514;84;247;237;land;true;plains;1
515;151;186;196;land;false;plains;1
516;201;94;252;land;false;plains;1
517;149;149;229;land;false;plains;1
518;211;243;164;land;false;plains;1
519;106;211;248;land;false;plains;1
520;169;108;250;land;false;plains;1
521;205;130;217;land;true;plains;1
522;195;242;74;land;false;plains;1
523;240;221;104;land;false;plains;1
524;149;210;191;land;false;plains;1
525;129;215;172;land;false;plains;1
526;213;209;147;land;false;plains;1
527;93;251;246;land;false;plains;1
528;233;227;232;land;false;plains;1
529;104;248;181;land;false;plains;1
530;143;253;179;land;false;plains;1
531;240;186;172;land;false;plains;1
532;176;201;228;land;false;plains;1
533;251;223;69;land;false;plains;1
534;238;183;135;land;false;plains;1
535;221;88;202;land;false;plains;1
536;200;227;207;land;false;plains;1
537;161;208;206;land;false;plains;1
538;202;91;210;land;false;plains;1
539;228;239;76;land;false;plains;1
540;118;207;229;land;false;plains;1
541;175;163;237;land;true;plains;1
542;119;253;147;land;false;plains;1
543;246;58;198;land;false;plains;1
544;225;137;176;land;false;plains;1
545;249;238;100;land;false;plains;1
546;223;205;175;land;false;plains;1
547;179;146;179;land;false;plains;1
548;176;188;207;land;false;plains;1
549;166;197;232;land;false;plains;1
550;246;128;159;land;false;plains;1
551;142;235;233;land;true;plains;1
552;241;68;229;land;false;plains;1
553;218;161;132;land;false;plains;1
554;219;239;85;land;false;plains;1
555;192;64;248;land;true;plains;1
556;248;204;72;land;false;plains;1
557;164;167;233;land;false;plains;1
558;197;240;102;land;false;plains;1
559;253;191;203;land;false;plains;1
560;214;181;220;land;false;plains;1
561;122;218;209;land;false;plains;1
562;236;92;179;land;false;plains;1
563;227;245;219;land;false;plains;1
564;191;170;141;land;false;plains;1
565;209;235;190;land;false;plains;1
566;216;247;120;land;false;plains;1
567;158;194;220;land;false;plains;1
568;147;203;251;land;false;plains;1
569;153;235;185;land;false;plains;1
570;197;208;250;land;false;plains;1
571;236;183;203;land;false;plains;1
572;160;250;183;land;false;plains;1
573;248;204;125;land;false;plains;1
574;203;194;171;land;false;plains;1
575;182;188;221;land;false;plains;1
576;84;216;248;land;false;plains;1
577;196;244;112;land;false;plains;1
578;201;107;226;land;false;plains;1
579;87;229;210;land;false;plains;1
580;166;236;252;land;false;plains;1
581;196;200;150;land;false;plains;1
582;226;154;169;land;false;plains;1
583;228;139;145;land;false;plains;1
584;205;240;75;land;false;plains;1
585;211;165;220;land;false;plains;1
586;240;197;235;land;false;plains;1
587;83;211;239;land;false;plains;1
588;233;250;149;land;false;plains;1
589;251;237;84;land;false;plains;1
590;191;61;249;land;false;plains;1
591;210;117;189;land;false;plains;1
592;174;188;141;land;false;plains;1
593;154;171;192;land;false;plains;1
594;71;246;185;land;false;plains;1
595;123;234;148;land;true;plains;1
596;240;218;103;land;false;plains;1
597;250;232;130;land;false;plains;1
598;249;220;201;land;false;plains;1
599;224;236;238;land;false;plains;1
600;168;226;230;land;false;plains;1
601;120;215;175;land;false;plains;1
602;140;149;242;land;false;plains;1
603;230;160;194;land;false;plains;1
604;249;246;110;land;false;plains;1
605;251;166;207;land;false;plains;1
606;42;253;241;land;false;plains;1
607;99;249;251;land;false;plains;1
608;161;239;102;land;false;plains;1
609;52;243;213;land;false;plains;1
610;252;161;226;land;false;plains;1
611;149;204;186;land;false;plains;1
612;181;169;176;land;false;plains;1
613;11;250;246;land;false;plains;1
614;236;240;252;land;false;plains;1
615;102;252;178;land;false;plains;1
616;246;252;226;land;false;plains;1
617;223;247;190;land;false;plains;1
618;241;170;197;land;false;plains;1
619;150;162;244;land;false;plains;1
620;135;250;191;land;false;plains;1
621;96;172;251;land;false;plains;1
622;189;170;176;land;false;plains;1
623;254;248;206;land;false;plains;1
624;253;245;202;land;true;plains;1
625;203;220;143;land;false;plains;1
626;237;248;154;land;false;plains;1
627;216;244;184;land;false;plains;1
628;239;249;181;land;true;plains;1
629;153;217;145;land;false;plains;1
630;245;180;196;land;false;plains;1
631;230;98;242;land;false;plains;1
632;172;205;154;land;false;plains;1
633;228;72;203;land;false;plains;1
634;252;207;201;land;false;plains;1
635;245;163;226;land;false;plains;1
636;199;160;236;land;true;plains;1
637;109;250;185;land;false;plains;1
638;201;199;194;land;false;plains;1
639;223;73;228;land;true;plains;1
640;189;197;184;land;false;plains;1
641;248;251;237;land;true;plains;1
642;200;245;216;land;false;plains;1
643;219;159;182;land;false;plains;1
644;222;85;230;land;false;plains;1
645;237;183;229;land;false;plains;1
646;167;252;247;land;false;plains;1
647;194;247;144;land;false;plains;1
648;156;191;198;land;false;plains;1
649;190;240;133;land;false;plains;1
650;214;189;114;land;false;plains;1
651;226;222;138;land;false;plains;1
652;218;241;196;land;false;plains;1
653;160;253;223;land;false;plains;1
654;137;218;179;land;false;plains;1
655;129;127;247;land;false;plains;1
656;253;228;221;land;false;plains;1
657;159;175;201;land;false;plains;1
658;196;174;199;land;true;plains;1
659;185;168;189;land;false;plains;1
660;192;211;117;land;false;plains;1
661;140;179;204;land;false;plains;1
662;219;252;162;land;false;plains;1
663;181;148;187;land;false;plains;1
664;75;193;241;land;false;plains;1
665;240;172;183;land;false;plains;1
666;224;185;184;land;false;plains;1
667;249;184;173;land;false;plains;1
668;175;149;185;land;false;plains;1
669;208;247;193;land;true;plains;1
670;215;114;213;land;true;plains;1
671;147;246;172;land;false;plains;1
672;208;131;252;land;false;plains;1
673;163;232;145;land;false;plains;1
674;230;167;224;land;false;plains;1
675;250;167;221;land;false;plains;1
676;188;191;194;land;false;plains;1
677;23;252;228;land;false;plains;1
678;211;193;107;land;false;plains;1
679;168;209;231;land;false;plains;1
680;252;159;109;land;false;plains;1
681;148;224;173;land;false;plains;1
682;211;236;79;land;false;plains;1
683;247;60;220;land;false;plains;1
684;117;242;252;land;false;plains;1
685;135;241;201;land;false;plains;1
686;237;243;207;land;false;plains;1
687;212;240;226;land;false;plains;1
688;233;65;224;land;false;plains;1
689;200;183;187;land;false;plains;1
690;223;218;226;land;false;plains;1
691;201;199;243;land;true;plains;1
692;210;116;226;land;false;plains;1
693;157;242;176;land;false;plains;1
694;183;211;121;land;false;plains;1
695;176;215;120;land;false;plains;1
696;178;167;213;land;false;plains;1
697;133;188;206;land;false;plains;1
698;189;251;82;land;true;plains;1
699;252;196;193;land;false;plains;1
700;127;182;252;land;false;plains;1
701;206;196;178;land;false;plains;1
702;239;145;195;land;false;plains;1
703;225;115;223;land;false;plains;1
704;184;251;151;land;true;plains;1
705;143;213;161;land;true;plains;1
706;155;113;240;land;false;plains;1
707;185;152;233;land;true;plains;1
708;152;202;192;land;false;plains;1
709;233;197;214;land;true;plains;1
710;233;77;197;land;false;plains;1
711;132;172;247;land;false;plains;1
712;230;52;243;land;true;plains;1
713;129;253;162;land;false;plains;1
714;253;56;223;land;false;plains;1
715;229;209;109;land;false;plains;1
716;89;199;223;land;false;plains;1
717;254;191;174;land;false;plains;1
718;177;204;200;land;false;plains;1
719;241;227;206;land;false;plains;1
720;245;253;139;land;false;plains;1
721;117;208;241;land;false;plains;1
722;217;53;240;land;false;plains;1
723;231;232;149;land;true;plains;1
724;201;156;226;land;false;plains;1
725;186;223;195;land;false;plains;1
726;222;242;190;land;false;plains;1
727;232;98;225;land;false;plains;1
728;150;253;186;land;false;plains;1
729;221;195;155;land;false;plains;1
730;29;225;248;land;false;plains;1
731;220;178;150;land;false;plains;1
732;166;206;130;land;true;plains;1
733;212;192;104;land;false;plains;1
734;194;194;137;land;false;plains;1
735;188;138;206;land;false;plains;1
736;164;232;227;land;true;plains;1
737;158;219;202;land;false;plains;1
738;211;176;229;land;false;plains;1
739;169;148;236;land;false;plains;1
740;186;221;181;land;false;plains;1
741;229;254;130;land;false;plains;1
742;234;196;119;land;false;plains;1
743;148;162;227;land;true;plains;1
744;110;224;225;land;false;plains;1
745;254;78;179;land;false;plains;1
746;241;114;243;land;false;plains;1
747;229;78;252;land;false;plains;1
748;132;247;234;land;false;plains;1
749;250;167;179;land;false;plains;1
750;229;106;249;land;false;plains;1
751;225;149;189;land;false;plains;1
752;251;147;108;land;false;plains;1
753;168;244;179;land;false;plains;1
754;234;213;200;land;false;plains;1
755;195;191;175;land;false;plains;1
756;75;233;197;land;false;plains;1
757;201;224;115;land;false;plains;1
758;240;180;174;land;false;plains;1
759;235;209;77;land;false;plains;1
760;231;44;247;land;false;plains;1
761;196;74;233;land;false;plains;1
762;113;213;203;land;false;plains;1
763;232;120;230;land;false;plains;1
764;151;143;246;land;false;plains;1
765;100;193;243;land;false;plains;1
766;178;123;232;land;false;plains;1
767;189;247;99;land;false;plains;1
768;245;121;186;land;false;plains;1
769;207;156;201;land;true;plains;1
770;146;240;207;land;false;plains;1
771;196;152;237;land;false;plains;1
772;106;252;162;land;false;plains;1
773;134;190;235;land;false;plains;1
774;243;234;155;land;false;plains;1
775;229;202;113;land;false;plains;1
776;247;246;179;land;false;plains;1
777;203;223;158;land;false;plains;1
778;146;188;185;land;true;plains;1
779;244;145;201;land;false;plains;1
780;74;209;221;land;false;plains;1
781;245;232;162;land;false;plains;1
782;141;190;189;land;false;plains;1
783;230;201;237;land;false;plains;1
784;219;102;196;land;false;plains;1
785;186;241;140;land;false;plains;1
786;211;228;196;land;false;plains;1
787;127;217;193;land;false;plains;1
788;144;173;251;land;false;plains;1
789;68;250;221;land;false;plains;1
790;185;164;234;land;false;plains;1
791;242;142;171;land;true;plains;1
792;250;237;222;land;false;plains;1
793;229;115;204;land;false;plains;1
794;248;184;92;land;true;plains;1
795;216;176;149;land;true;plains;1
796;173;201;208;land;false;plains;1
797;143;204;194;land;false;plains;1
798;88;246;204;land;false;plains;1
799;155;245;131;land;false;plains;1
800;107;249;228;land;true;plains;1
801;191;222;223;land;false;plains;1
802;193;175;167;land;false;plains;1
803;169;178;241;land;false;plains;1
804;178;151;215;land;false;plains;1
805;248;184;198;land;false;plains;1
806;154;253;138;land;false;plains;1
807;197;120;233;land;false;plains;1
808;225;159;224;land;false;plains;1
809;154;192;208;land;false;plains;1
810;222;143;189;land;true;plains;1
811;74;236;208;land;false;plains;1
812;220;189;145;land;false;plains;1
813;209;231;82;land;false;plains;1
814;234;182;168;land;false;plains;1
815;214;239;84;land;false;plains;1
816;155;248;168;land;false;plains;1
817;98;229;215;land;false;plains;1
818;229;135;207;land;false;plains;1
819;216;67;245;land;false;plains;1
820;229;244;189;land;false;plains;1
821;147;185;223;land;true;plains;1
822;198;173;152;land;false;plains;1
